# Constructed from biom file
#OTU ID	gutmock00S01	gutmock01S01	gutmock02S01	gutmock03S01	gutmock04S01
488bff0aae10f6f14c6598d976a2903c	0.0	0.0	7.0	0.0	0.0
8158431f45345dc3ee97427d3a402abf	0.0	0.0	0.0	7.0	0.0
f4d26a4a591e1e9d27432cec502bd560	0.0	0.0	0.0	3.0	4.0
25c9eda5882edcd9576c9d4252c01f37	0.0	0.0	0.0	0.0	7.0
f0300a61fe8b0adbd7dfbec87ddc99c3	6.0	0.0	0.0	0.0	0.0
7af0d431b62f50dbc2609749c27f0eac	6.0	0.0	0.0	0.0	0.0
c480734ad4684019682be7aa99620594	6.0	0.0	0.0	0.0	0.0
0000c26c0502428597403434943bad69	3.0	0.0	3.0	0.0	0.0
84dc152c902858b28f1f0c7c5f98f604	0.0	3.0	0.0	3.0	0.0
caa5834bc035c6f3f48e586e1359614c	0.0	6.0	0.0	0.0	0.0
3ca7a19d0948887f13756b3a3c52aec9	0.0	0.0	6.0	0.0	0.0
8273bfb0ea53b7507354c427ad89036d	0.0	0.0	0.0	6.0	0.0
c6bbd1ca9965327054338c37468fd463	0.0	0.0	0.0	0.0	6.0
be8a4e9232fd0100abc2a6f4402bba8d	0.0	0.0	0.0	0.0	6.0
333b6729d0acfe13eee5a8efeb5b156b	0.0	0.0	0.0	0.0	6.0
689a923dd68d818b0023f71b8b8e5094	5.0	0.0	0.0	0.0	0.0
00583eaeed5726df906dfa17994c4323	5.0	0.0	0.0	0.0	0.0
bf494ce4318891e939e65cb9342733a6	5.0	0.0	0.0	0.0	0.0
fc2f9cdc44e97e8d1bc71e63e56107b9	5.0	0.0	0.0	0.0	0.0
1da9818ad31429ca16f8f5f09b3fc5e6	5.0	0.0	0.0	0.0	0.0
9ce837157ac16f8fd2be5b61fec71b8c	0.0	5.0	0.0	0.0	0.0
f440b2e6d48426c80e33de5033a53871	0.0	5.0	0.0	0.0	0.0
81070cbcb1f7d113a38379063d4945db	0.0	5.0	0.0	0.0	0.0
83d8121e353101d87ac0acb81c1c4042	0.0	5.0	0.0	0.0	0.0
167d0de289efc7386990bdd2d785ae6d	0.0	5.0	0.0	0.0	0.0
f13a04b59be989eb8ecc6a9286661bba	0.0	5.0	0.0	0.0	0.0
5549776d6edc999d2a0518ee92e8b82c	0.0	0.0	5.0	0.0	0.0
d104e26d52d73946d6a6e111899dabf5	0.0	0.0	0.0	5.0	0.0
ed3b367a0d362674141a42916fa4af99	0.0	0.0	0.0	5.0	0.0
ae0b7de32fe370f8ca0af41c5eb95271	0.0	0.0	0.0	5.0	0.0
d122798a5e842e733e34f6215753f3e5	0.0	0.0	0.0	0.0	5.0
6cf039652da0b1755a11df3db78a4001	0.0	0.0	0.0	0.0	5.0
13558c4cc0b2865aa3db54d8a3c981de	0.0	0.0	0.0	0.0	5.0
9a406ef5e5ae4cc8f47920570fbdbf5e	0.0	0.0	0.0	0.0	5.0
07108c0a309faa7780a884287a463e08	0.0	0.0	0.0	0.0	5.0
19c1ffa45865236078afd4c80f67140d	0.0	0.0	0.0	0.0	5.0
89ab89d15c76a7c4f8853da046075eb5	0.0	0.0	0.0	0.0	5.0
2fef6d1025a9963c08c41b95b92a0538	0.0	0.0	0.0	0.0	5.0
e5aae0cbb055c7a915a38a2737d3bda0	4.0	0.0	0.0	0.0	0.0
e2b20b5b0a104f6d5948684d38ceb53f	4.0	0.0	0.0	0.0	0.0
1965006e6477305ae8fa2651c3a3ae74	4.0	0.0	0.0	0.0	0.0
f550f4235b1cf18a2ecc18121578f6f2	4.0	0.0	0.0	0.0	0.0
89450f5b84baf41116633e5a8f9fd2e4	4.0	0.0	0.0	0.0	0.0
9a23cb18cfbc0275baa804dbea0122e5	4.0	0.0	0.0	0.0	0.0
ceab6bbea8c19c823f86989cb8636d2d	0.0	4.0	0.0	0.0	0.0
954d7e7e67728ab27a0ec483c690e899	0.0	4.0	0.0	0.0	0.0
f004dbb0ff2f9293271c13e9eca5e8e8	0.0	0.0	4.0	0.0	0.0
f9d5586a1146bdde6c002c5b39cef600	0.0	0.0	4.0	0.0	0.0
8a25b44a1968944c620037e0ceb7133a	0.0	0.0	0.0	4.0	0.0
048420b354ba611a59a76518a9c381a9	0.0	0.0	0.0	4.0	0.0
deb8baa9eb4baf7f65137f543015eb67	0.0	0.0	0.0	4.0	0.0
b0aea8098d46346386262bd29700976c	0.0	0.0	0.0	4.0	0.0
2ae63e02f8015aa48a069ba9f8de47c4	0.0	0.0	0.0	4.0	0.0
8d6bc81241ec4889b3a39eddf7c6e5af	0.0	0.0	0.0	4.0	0.0
651f334a43871c813c2b3f233e9aafe5	0.0	0.0	0.0	4.0	0.0
e1b9fd8d0ec0abb0939eda1e6d3fe61a	0.0	0.0	0.0	4.0	0.0
28dec0f931a25d918fb6ed4daeb9b842	0.0	0.0	0.0	4.0	0.0
e99e4d1f3bc2d7455159f53188f29536	0.0	0.0	0.0	0.0	4.0
764388db36e8cf6ffe0867cb03a94559	0.0	0.0	0.0	0.0	4.0
a6841c470dd4456fbb3a942149403bf1	0.0	0.0	0.0	0.0	4.0
343be875f7d07b4285a03dd01e94d957	0.0	0.0	0.0	0.0	4.0
33a921e31428c156018c3e2609a413b3	0.0	0.0	0.0	0.0	4.0
40da80f79c38000fb04466163ad216df	3.0	0.0	0.0	0.0	0.0
88eb80b584b6e72f808b0e0aff67fc18	3.0	0.0	0.0	0.0	0.0
54a16b08609721646e385a69e2c32170	3.0	0.0	0.0	0.0	0.0
4e2f438ffc4b7eca609ef8599f5c0abe	0.0	3.0	0.0	0.0	0.0
ef5cc47a67cf6a6a9ca28acbf0290b9a	0.0	3.0	0.0	0.0	0.0
fff231089f6c26e0adf74e9fb6979baa	0.0	3.0	0.0	0.0	0.0
133995cb083f770f9f9a40a2c44cbb4d	0.0	3.0	0.0	0.0	0.0
f83b6686f43c12aa079656a481846960	0.0	3.0	0.0	0.0	0.0
8a38aff1d2a7f618ee32d56613b4c999	0.0	0.0	3.0	0.0	0.0
4a8e498c16b9e85fb875774555063401	0.0	0.0	3.0	0.0	0.0
f51a17fcb510d939ef7240d3f74a81f2	0.0	0.0	3.0	0.0	0.0
40e3f1851a072d8931ee24cd6377b06a	0.0	0.0	0.0	3.0	0.0
eaa13e0f305efcfe081a0df3b4e92916	0.0	0.0	0.0	0.0	3.0
449829aad5342eebc557110f4e69a1e9	0.0	0.0	0.0	0.0	3.0
e6444d60c6366a7ab3cee8709f175afc	0.0	0.0	0.0	0.0	3.0
b066ab384ed74a309dce680e524e15a3	0.0	0.0	0.0	0.0	3.0
9ce81f65b149ace52c85d6016058fd82	2.0	0.0	0.0	0.0	0.0
3ffdcf13ed993efb24a28e296181e5a0	0.0	2.0	0.0	0.0	0.0
8bcfd77f9808b375b14add3e72b64aa9	0.0	2.0	0.0	0.0	0.0
75c11c337bd5556063bb0e2dc9acc8b0	0.0	0.0	0.0	2.0	0.0
930d8d198dc7e9f41af456a019863204	0.0	0.0	0.0	2.0	0.0
1dabdad40c14f1434d29355e91193576	0.0	0.0	0.0	0.0	2.0
0bf168a0be26620f5d7dfb5b1edacf64	0.0	0.0	0.0	0.0	2.0
