Taxon	gutmock00	gutmock01	gutmock02	gutmock03	gutmock04
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Butyricimonas; s__Butyricimonas_faecihominis	0.1962711679895493	0.044887715182532456	0.05658960191787305	0.09920432297426231	0.10095866320071531
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Massiliprevotella; s__Massiliprevotella_massiliensis	0.19595098663883226	0.0	0.0	0.14968181672293107	0.12582824592464517
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister_succinatiphilus	0.1908280850273595	0.0	0.0733949988510596	0.20745374598441324	0.35912861719198724
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_coprocola	0.17674010559580947	0.19003558252458994	0.4520308807742829	0.19023887817417362	0.06187789034882551
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_hominis	0.1741786547900731	0.06389127343499144	0.0613911438987835	0.8242712129479148	0.0
k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium_dentium	0.17129702263361968	0.1323696126550592	0.09534490504950732	0.030928406574328837	1.3491748627731952
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Tyzzerella; s__[Clostridium]_colinum	0.17001629723075148	0.051768313860146915	0.08402698466593272	0.0	0.0
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister_propionicifaciens	0.16905575317860036	0.057665969869530743	0.0	0.28710898178433564	0.05121949775285556
k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; s__Peptoniphilus_urinimassiliensis	0.16361267021641057	0.035713583612379834	0.0	0.17506645230752174	0.04263357038387978
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_massiliensis	0.1610512194106742	0.24278683905296752	1.4497227109506023	0.09628654876913695	0.12908497699563598
k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus_vaginalis	0.15913013130637194	0.10877898861752391	0.0	1.6680915130701697	0.07668121339878375
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_coprophilus	0.1549677737470503	0.0	0.0	0.0	0.0
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus_fermentans	0.1549677737470503	0.0	0.0	0.0	0.04381783622787643
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_finegoldii	0.15304668564274804	0.09469014370621809	0.03532563028812682	0.0	0.10273506196671028
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_inops	0.1504852348370117	0.22968093680989232	0.3930405078659546	0.27106122365614616	0.2199773805223797
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Duodenibacillus; s__Duodenibacillus_massiliensis	0.14728342132984124	0.06847833922006775	0.16976880575361916	0.062148590569170215	0.1814887405924882
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Dorea; s__Dorea_longicatena	0.1444017891733878	0.13957785888875054	0.1714836421753729	0.2803981011125473	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_goldsteinii	0.14184033836765142	0.23525094526319926	1.8928364423317658	0.05952259378455739	0.0882278053777512
k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Succiniclasticum; s__Succiniclasticum_ruminis	0.14152015701693438	0.0	0.0	0.058647261523019786	0.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Longicatena; s__Longicatena_caecimuris	0.13895870621119802	0.3151969489459578	0.12038151680711177	0.12633962308192817	0.18977860150046483
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptococcaceae; g__Peptococcus; s__Peptococcus_niger	0.13767798080832985	0.0	0.0	0.10007965523579991	0.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Dielma; s__Dielma_fastidiosa	0.13415598595044234	0.030471222715149765	0.0	0.04259950339483028	0.20191732640143062
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_timonensis	0.1338358045997253	0.1009154472716788	0.0	0.47968207932260953	0.05358802944084888
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas; s__Porphyromonas_asaccharolytica	0.13351562324900823	0.06389127343499144	0.0	0.21445640407671412	0.13619057205961593
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__; g__Howardella; s__Howardella_ureilytica	0.1331954418982912	0.0	0.0	0.11933696498962731	0.2525446912322878
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Butyricicoccus; s__Butyricicoccus_pullicaecorum	0.13223489784614006	0.03669652628061047	0.0	0.05952259378455739	0.11309738810168107
k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Peptoniphilus; s__Peptoniphilus_lacrimalis	0.13031380974183776	0.06978892944437527	0.0	0.20132642015365	0.05625262758984136
k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_ruminantium	0.12743217758538436	0.398747075745562	0.07853950811632078	0.2827323204766476	0.09030027060474535
k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus_prevotii	0.12294963867534572	0.0	0.0	0.08607433905119818	0.0
