# Constructed from biom file
#OTU ID	gutmock00S01	gutmock01S01	gutmock02S01	gutmock03S01	gutmock04S01
4f5d7d6c8dc94d751c8c746e89a21b61	0.0	0.0	12.0	5.0	16.0
7995a612a6216f9f54f123fad99d4148	0.0	0.0	0.0	0.0	33.0
0d620cfadabe98875ab40befaa42b1c3	32.0	0.0	0.0	0.0	0.0
1fbb6683c9c6aaa6ce2687a4ad76c639	0.0	0.0	4.0	0.0	28.0
dce5983a4a0efd06b4a03695c3b49094	3.0	20.0	0.0	0.0	8.0
af7f3216225c99c8d30111c8026fb42f	0.0	10.0	8.0	6.0	7.0
698d4f10f1a0a2cde57b23421e8a15ac	17.0	5.0	8.0	0.0	0.0
a195f45b3a1a7090755b40e468d9bc7a	13.0	0.0	0.0	6.0	11.0
1fb6da3053c51de1ce8b5b8d754bbd6c	8.0	0.0	10.0	7.0	5.0
8cce0d2097b66ef6e2dbfabae1d25988	0.0	13.0	10.0	0.0	7.0
62b87650500b73675d2ef32dfca513ae	13.0	0.0	16.0	0.0	0.0
99b371805010fe0fc6249a2c49aaf298	0.0	10.0	0.0	19.0	0.0
ef71b16d6da19b4558e5d02c51fe298a	0.0	7.0	10.0	8.0	4.0
fd310b71c7365cb388431b6f05a4382e	0.0	0.0	0.0	29.0	0.0
ea3fb83878301c5aab56d189cfb640cb	28.0	0.0	0.0	0.0	0.0
9d3afeac92125e723866b431993771c7	9.0	0.0	0.0	19.0	0.0
478739167292e4f93f1eb7aceb2e3e81	0.0	0.0	0.0	9.0	19.0
463ccc4044935acfa08235ade550557e	0.0	0.0	0.0	0.0	28.0
ad89a9d5fec4408fafb73e7225f44d08	0.0	0.0	0.0	27.0	0.0
fa6b3dfe58be4ac05849070576f9dcbc	0.0	0.0	0.0	27.0	0.0
fc9b81f9cd6a9e16e4063497b71cd9d2	0.0	13.0	0.0	12.0	0.0
7c1392372060c82f91782245f7b90595	0.0	0.0	0.0	16.0	9.0
dd9df542ac20ba1860b3fe4a309d512c	0.0	0.0	0.0	0.0	25.0
e1d3b43d1970232d176465dbb9451a81	14.0	0.0	0.0	10.0	0.0
63719d66121cd4112b5d8b5d1bacd4b0	6.0	10.0	0.0	8.0	0.0
f20b7f87bc32aad7a276ed9f9c55de9f	0.0	13.0	11.0	0.0	0.0
3df16a3f262721b549882fe5f3c71d08	0.0	0.0	24.0	0.0	0.0
0ffe34b715ba27f61800783cfe696f2f	0.0	0.0	13.0	0.0	11.0
e412a7bdbe75c4cbe282f912ab058e1b	0.0	0.0	0.0	0.0	24.0
914d9be1f5c1be1bed8ce6b9162a17cb	5.0	0.0	12.0	0.0	6.0
64cd5279e501e53c18fcdca115dd827c	0.0	8.0	6.0	0.0	9.0
11ab9631d9670c69d52bdaa9ae52a696	12.0	10.0	0.0	0.0	0.0
eb4c910863320282fd9d8c743730532a	0.0	0.0	0.0	0.0	22.0
c2182c5e5a155555e0514b788cf764de	4.0	6.0	6.0	5.0	0.0
2c77c40cfc85240f0d77cd03e5f318a0	0.0	7.0	14.0	0.0	0.0
2058307295e861f42e4dfa91b80c9d8e	14.0	0.0	0.0	6.0	0.0
10708689667f604348e8861975c9f03c	12.0	8.0	0.0	0.0	0.0
735a681a99703f6569f72db83a52e892	6.0	8.0	0.0	0.0	6.0
bef6fa35aae05946cbd084aab8681979	0.0	20.0	0.0	0.0	0.0
1247c5b288754a2af23a12dfc3c6fc87	0.0	0.0	0.0	20.0	0.0
ac60fa197b1c1cf62677ee9434c86b18	0.0	0.0	0.0	0.0	20.0
c96cf2618b5bae7bc0014b73816f4454	9.0	0.0	0.0	10.0	0.0
f684347f6c1a5dcf941c4c17be9dfb8d	0.0	0.0	19.0	0.0	0.0
4605d889201db433d3f14059b1a137a7	0.0	0.0	0.0	19.0	0.0
c8397df86ab8cfaaf8c7e656593eb674	0.0	0.0	0.0	7.0	12.0
be98d8ff969d6a63f02a1689d8b0ba87	12.0	0.0	0.0	6.0	0.0
414ea75fb1462d10153c7bed625b4b99	7.0	0.0	0.0	4.0	7.0
54730b7d59500876a402a779eaeef7d7	5.0	0.0	4.0	3.0	6.0
b2d1249fd9754c79558be225647e60c4	5.0	0.0	0.0	8.0	5.0
e7a4da69235b46585fb4de0679ea016b	0.0	18.0	0.0	0.0	0.0
f4d629380fdd7eae3549de2990b06da4	0.0	11.0	0.0	3.0	4.0
50ef4b6ac91b2cddcb87cfe5a3b622f8	0.0	8.0	0.0	0.0	10.0
d81b46695f33e49d4b2acb7656bd9276	0.0	5.0	5.0	8.0	0.0
520887a54cc76670a5f7f2e64a8a651b	17.0	0.0	0.0	0.0	0.0
0bf0743fbbcffbbcebe02a5d565231ef	10.0	0.0	0.0	0.0	7.0
794f85f2ec78c8312fb4d9cbe0dca355	6.0	0.0	0.0	0.0	11.0
4080331b52e02d60cabcd49e28541324	6.0	0.0	11.0	0.0	0.0
1be1f58ab1fdf8e9846948ba3de20bda	0.0	0.0	0.0	11.0	6.0
44cae38ace30f54ee81cc5c5b2ce47eb	16.0	0.0	0.0	0.0	0.0
a1e93fce5a3f47932ea3985fa94ada3c	9.0	7.0	0.0	0.0	0.0
e1c1bf415286e10e8c6ef5f64674f494	0.0	16.0	0.0	0.0	0.0
030e771b84144d512a37e254cd7af15f	0.0	7.0	0.0	9.0	0.0
a06db26a32ca2dc07230b5e4e525e758	0.0	6.0	0.0	0.0	10.0
4a06f2e0603b22ce26cb09eadc25e193	0.0	0.0	0.0	16.0	0.0
2f48ab3f1c064ad0cc3d56842b592031	15.0	0.0	0.0	0.0	0.0
3b6ddd8d31929826068624d266a6796f	5.0	0.0	0.0	10.0	0.0
66938301665655de90b8b7c7a6e6acb6	0.0	8.0	0.0	7.0	0.0
d90e9ee9ccca7e4b71be2e04d0543658	0.0	0.0	15.0	0.0	0.0
