ID	gutmock00	gutmock01	gutmock02	gutmock03	gutmock04
176735	1.0	0.0	1.0	1.0	1.0
214234	1.0	5.0	0.0	4.0	1.0
183138	1.0	2.0	1.0	2.0	1.0
509694	1.0	0.0	2.0	0.0	0.0
183676	1.0	2.0	0.0	1.0	1.0
190169	1.0	3.0	1.0	1.0	1.0
CP026548.1783848.1785365	1.0	1.0	0.0	1.0	1.0
197944	1.0	0.0	1.0	0.0	1.0
526004	1.0	0.0	0.0	0.0	1.0
524301	1.0	1.0	0.0	1.0	1.0
517134	1.0	0.0	0.0	0.0	1.0
211449	1.0	1.0	1.0	0.0	1.0
527192	1.0	1.0	1.0	1.0	1.0
191547	1.0	0.0	1.0	0.0	1.0
299837	1.0	0.0	2.0	1.0	1.0
315051	1.0	0.0	1.0	2.0	1.0
180071	1.0	1.0	4.0	0.0	1.0
188326	1.0	2.0	3.0	3.0	1.0
344430	1.0	0.0	0.0	0.0	1.0
180500	1.0	0.0	0.0	1.0	1.0
357770	1.0	2.0	0.0	2.0	1.0
195789	1.0	1.0	0.0	0.0	1.0
366030	1.0	0.0	0.0	0.0	1.0
520413	1.0	2.0	2.0	1.0	1.0
190698	1.0	1.0	1.0	1.0	1.0
197827	1.0	0.0	1.0	0.0	1.0
520459	1.0	2.0	1.0	2.0	0.0
528634	1.0	5.0	1.0	5.0	1.0
172274	1.0	1.0	3.0	0.0	1.0
512154	1.0	1.0	2.0	0.0	1.0
512799	1.0	0.0	2.0	0.0	0.0
362647	1.0	2.0	2.0	1.0	1.0
564838	1.0	0.0	0.0	0.0	1.0
526506	1.0	3.0	0.0	2.0	1.0
210911	1.0	0.0	0.0	1.0	1.0
196902	1.0	1.0	0.0	1.0	1.0
190383	1.0	0.0	0.0	0.0	1.0
184678	1.0	0.0	0.0	0.0	1.0
207582	1.0	3.0	1.0	1.0	1.0
185734	1.0	2.0	0.0	2.0	0.0
192366	1.0	1.0	1.0	2.0	0.0
530122	1.0	0.0	0.0	0.0	1.0
195125	1.0	0.0	3.0	0.0	1.0
576421	1.0	0.0	0.0	0.0	1.0
310301	1.0	0.0	2.0	0.0	1.0
207097	1.0	0.0	0.0	0.0	1.0
4414265	1.0	0.0	1.0	0.0	1.0
182087	1.0	0.0	0.0	0.0	1.0
189377	1.0	0.0	1.0	0.0	1.0
190417	1.0	3.0	0.0	2.0	1.0
519973	1.0	1.0	0.0	2.0	1.0
177217	1.0	1.0	2.0	0.0	1.0
184261	1.0	0.0	2.0	0.0	1.0
521577	1.0	0.0	3.0	0.0	0.0
CP022479.1552696.1554214	1.0	3.0	1.0	2.0	1.0
174694	1.0	0.0	2.0	0.0	0.0
183916	1.0	5.0	2.0	6.0	0.0
175570	1.0	1.0	0.0	1.0	1.0
179394	1.0	1.0	1.0	0.0	1.0
527158	1.0	3.0	1.0	3.0	1.0
187070	1.0	2.0	1.0	0.0	1.0
522278	1.0	2.0	2.0	1.0	1.0
185769	1.0	2.0	0.0	2.0	1.0
514232	1.0	1.0	2.0	0.0	1.0
179076	1.0	0.0	1.0	1.0	0.0
515992	1.0	3.0	4.0	3.0	0.0
522817	1.0	1.0	0.0	0.0	1.0
CP023819.989596.991114	1.0	1.0	3.0	2.0	1.0
179720	1.0	1.0	1.0	1.0	0.0
175411	1.0	2.0	0.0	3.0	1.0
173986	1.0	0.0	0.0	0.0	1.0
197919	1.0	4.0	1.0	2.0	1.0
523892	1.0	1.0	1.0	2.0	1.0
174379	1.0	0.0	1.0	0.0	1.0
211250	1.0	0.0	0.0	0.0	0.0
190349	1.0	0.0	0.0	1.0	1.0
525715	1.0	3.0	1.0	2.0	1.0
182086	1.0	1.0	0.0	1.0	1.0
197966	1.0	1.0	0.0	0.0	1.0
530863	1.0	1.0	0.0	1.0	1.0
172097	1.0	2.0	1.0	3.0	1.0
CP026548.911785.913302	1.0	2.0	1.0	2.0	1.0
CP030777.2891684.2893201	1.0	1.0	2.0	1.0	1.0
360347	1.0	1.0	1.0	1.0	1.0
212464	1.0	4.0	3.0	5.0	1.0
182162	1.0	1.0	1.0	1.0	1.0
526881	1.0	0.0	0.0	0.0	1.0
519122	1.0	1.0	0.0	2.0	1.0
31395	1.0	0.0	0.0	0.0	1.0
191715	1.0	3.0	1.0	2.0	1.0
528631	1.0	1.0	2.0	1.0	1.0
197321	1.0	1.0	1.0	1.0	1.0
192202	1.0	0.0	1.0	1.0	1.0
509205	1.0	1.0	2.0	0.0	1.0
519269	1.0	0.0	0.0	2.0	1.0
526786	1.0	0.0	1.0	0.0	1.0
290630	1.0	3.0	1.0	1.0	1.0
514621	1.0	2.0	1.0	3.0	1.0
526274	1.0	0.0	1.0	0.0	1.0
290260	1.0	2.0	1.0	3.0	1.0
364625	1.0	0.0	0.0	0.0	0.0
184689	1.0	1.0	1.0	2.0	1.0
190619	1.0	1.0	1.0	1.0	1.0
199702	1.0	3.0	1.0	2.0	1.0
524482	1.0	0.0	1.0	0.0	1.0
184118	1.0	5.0	1.0	4.0	1.0
174294	1.0	1.0	1.0	1.0	1.0
175789	1.0	1.0	2.0	1.0	0.0
184897	1.0	2.0	1.0	2.0	1.0
189092	1.0	1.0	0.0	1.0	1.0
515764	1.0	3.0	0.0	2.0	1.0
FP929043.489815.491335	131.0	158.0	99.0	118.0	77.0
L34627	115.0	152.0	85.0	112.0	41.0
NR_074634	120.0	153.0	95.0	98.0	70.0
193108	6.0	1.0	3.0	1.0	1.0
592936	8.0	0.0	5.0	1.0	1.0
349435	5.0	1.0	3.0	1.0	0.0
180110	6.0	1.0	5.0	1.0	0.0
174005	4.0	0.0	1.0	1.0	1.0
265735	7.0	1.0	6.0	1.0	0.0
190681	5.0	1.0	3.0	1.0	1.0
181978	3.0	0.0	1.0	1.0	1.0
197974	3.0	1.0	0.0	1.0	1.0
290102	3.0	0.0	1.0	1.0	0.0
294481	7.0	1.0	4.0	1.0	1.0
264713	6.0	1.0	4.0	1.0	0.0
300180	8.0	0.0	3.0	0.0	1.0
177459	5.0	1.0	2.0	1.0	0.0
369760	8.0	0.0	3.0	1.0	1.0
568150	1.0	1.0	0.0	1.0	0.0
193939	11.0	0.0	3.0	1.0	0.0
176638	7.0	1.0	5.0	1.0	1.0
361853	5.0	0.0	1.0	1.0	0.0
296604	7.0	0.0	4.0	1.0	0.0
182176	3.0	0.0	0.0	1.0	1.0
366995	7.0	1.0	3.0	1.0	0.0
194188	5.0	1.0	3.0	1.0	0.0
192330	4.0	1.0	3.0	1.0	0.0
359380	6.0	1.0	5.0	1.0	1.0
271084	8.0	0.0	4.0	1.0	0.0
182771	5.0	0.0	2.0	1.0	1.0
584653	6.0	0.0	3.0	1.0	0.0
591570	3.0	0.0	0.0	1.0	1.0
187152	6.0	0.0	4.0	1.0	0.0
199722	5.0	1.0	3.0	1.0	0.0
359105	4.0	1.0	2.0	1.0	1.0
273646	5.0	0.0	3.0	1.0	1.0
CP015409.1960463.1961978	3.0	0.0	3.0	1.0	0.0
331760	2.0	0.0	1.0	1.0	1.0
179814	5.0	1.0	3.0	1.0	0.0
197591	5.0	0.0	4.0	1.0	0.0
192909	4.0	1.0	3.0	1.0	0.0
261401	4.0	0.0	2.0	1.0	0.0
260554	2.0	0.0	1.0	0.0	0.0
NR_074436	3.0	0.0	2.0	0.0	0.0
182004	5.0	0.0	4.0	1.0	1.0
365331	7.0	1.0	7.0	1.0	0.0
541784	5.0	0.0	2.0	1.0	1.0
264874	4.0	0.0	3.0	1.0	0.0
190265	3.0	0.0	0.0	1.0	1.0
361384	5.0	1.0	3.0	1.0	0.0
174337	7.0	0.0	2.0	1.0	0.0
183323	3.0	0.0	3.0	0.0	0.0
193381	3.0	1.0	3.0	1.0	0.0
181007	3.0	0.0	1.0	1.0	1.0
190702	4.0	1.0	4.0	0.0	0.0
2740622	8.0	0.0	4.0	1.0	0.0
194142	4.0	1.0	3.0	1.0	0.0
575407	3.0	1.0	2.0	1.0	1.0
181280	7.0	0.0	2.0	0.0	0.0
581835	3.0	0.0	3.0	0.0	0.0
260687	4.0	0.0	3.0	1.0	0.0
258255	2.0	0.0	2.0	1.0	1.0
176940	3.0	0.0	2.0	0.0	0.0
214443	3.0	0.0	4.0	1.0	1.0
179166	3.0	1.0	2.0	1.0	0.0
180127	3.0	0.0	3.0	0.0	0.0
186705	5.0	1.0	5.0	1.0	1.0
192963	2.0	0.0	2.0	1.0	0.0
183978	1.0	1.0	1.0	1.0	0.0
ABFZ02000010.54.1555	67.0	39.0	6.0	8.0	8.0
ABFZ02000022.100210.101724	81.0	46.0	12.0	7.0	12.0
ABFZ02000011.1.1404	74.0	47.0	10.0	5.0	6.0
EU136684.1.1926	74.0	47.0	9.0	11.0	11.0
X73440	82.0	16.0	15.0	10.0	17.0
NR_113243	120.0	19.0	19.0	11.0	12.0
15712	84.0	28.0	14.0	13.0	14.0
368139	16.0	23.0	14.0	20.0	15.0
301256	14.0	21.0	11.0	22.0	8.0
176894	11.0	24.0	14.0	23.0	14.0
594381	11.0	13.0	19.0	16.0	10.0
174654	13.0	20.0	17.0	16.0	6.0
583562	10.0	25.0	16.0	22.0	8.0
357724	17.0	24.0	15.0	23.0	7.0
290018	19.0	26.0	17.0	22.0	22.0
527332	18.0	15.0	17.0	23.0	13.0
182181	9.0	17.0	20.0	19.0	15.0
192515	15.0	24.0	10.0	12.0	11.0
366195	19.0	28.0	12.0	20.0	10.0
369602	7.0	17.0	13.0	24.0	10.0
4374175	9.0	20.0	17.0	18.0	14.0
363923	16.0	21.0	16.0	16.0	16.0
364665	9.0	29.0	12.0	19.0	6.0
AB238927.1.1486	7.0	1.0	6.0	0.0	7.0
335612	2.0	1.0	6.0	5.0	12.0
211856	6.0	8.0	6.0	2.0	10.0
NR_074376	5.0	2.0	4.0	2.0	16.0
434788	8.0	3.0	13.0	0.0	9.0
556169	12.0	3.0	7.0	7.0	19.0
182018	7.0	3.0	1.0	3.0	8.0
198190	5.0	7.0	7.0	2.0	8.0
570438	3.0	1.0	5.0	6.0	12.0
163200	6.0	7.0	3.0	3.0	7.0
4317509	4.0	6.0	7.0	3.0	13.0
AB238923.1.1486	7.0	2.0	5.0	5.0	10.0
AB238925.1.1486	6.0	5.0	9.0	2.0	8.0
175171	6.0	5.0	5.0	1.0	13.0
263210	11.0	8.0	4.0	4.0	7.0
291090	4.0	7.0	6.0	2.0	12.0
179157	6.0	3.0	6.0	3.0	11.0
4309707	6.0	6.0	4.0	6.0	8.0
174842	2.0	6.0	3.0	8.0	9.0
205878	5.0	6.0	9.0	3.0	5.0
183244	9.0	3.0	9.0	0.0	11.0
AB238922	10.0	8.0	7.0	5.0	10.0
174852	10.0	5.0	4.0	4.0	12.0
KR364782.1.1484	11.0	9.0	6.0	3.0	13.0
169032	3.0	3.0	3.0	1.0	4.0
177313	3.0	2.0	5.0	2.0	8.0
CP000140.416000.417494	2.0	4.0	6.0	1.0	11.0
210264	7.0	3.0	4.0	5.0	12.0
AB238924.1.1486	2.0	2.0	7.0	5.0	12.0
369714	5.0	9.0	5.0	4.0	13.0
186233	6.0	6.0	9.0	5.0	9.0
LC033797.1.1486	3.0	5.0	5.0	5.0	7.0
365984	2.0	8.0	8.0	6.0	13.0
174250	3.0	4.0	7.0	4.0	14.0
196154	3.0	5.0	6.0	6.0	10.0
L16465	183.0	78.0	0.0	168.0	44.0
HF545616.164905.166411	166.0	110.0	82.0	145.0	82.0
CP012098.1525.3045	24.0	26.0	5.0	32.0	35.0
CP012098.9903.11443	26.0	30.0	13.0	23.0	33.0
NR_117139	21.0	35.0	13.0	22.0	39.0
CP012098.357627.359167	28.0	34.0	14.0	27.0	38.0
